Age,Height,Weight,H_Cal_Consump,Water_Consump,Alcohol_Consump,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Gender_Female,Gender_Male,Transport_Automobile,Transport_Bike,Transport_Motorbike,Transport_Public_Transportation,Transport_Walking,Body_Level
-0.9517669151050927,1.3004696837433316,-1.062870185665761,1,1.493826255790264,3,2,1,0,1.1566978590383392,0.8492401753312401,0,1,1,0,0,0,0,1
-0.7205339138331766,-0.01739863387765729,-1.391708514350139,1,-1.4037506371237671,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.20414998405192536,1.9147470884811604,-0.8540811312845394,1,1.3524597623911077,2,2,1,0,0.5514591086117819,-1.0602042793899167,0,1,1,0,0,0,0,1
-0.6145215222332914,1.7683959512433671,-0.8885844960974988,1,1.3231933939694844,2,2,1,0,0.8009978245320305,-0.9580975312721012,0,1,1,0,0,0,0,1
-0.9951715331379196,0.19260594787076615,-1.3038930423464001,1,-0.1244065295909733,2,2,1,0,-1.1835021236490908,1.8125533928064677,0,1,0,0,0,1,0,1
-0.9890930071461231,-0.028410901714296357,-1.326640286515164,1,-0.008257040986224574,2,2,1,0,-0.5799471015156149,0.7423085883207527,0,1,0,0,0,1,0,1
-0.5609261735835895,-0.3566863945566077,-1.39852439657904,1,0.7705447609180998,3,1,1,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.8257304458073345,0.5840381706475816,-1.4024928572042357,1,-1.4670326276038699,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-1.1430221618991319,-0.5684876034952698,-1.4061421629801605,1,-0.9139243893618217,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.8739818110757213,-1.2897805783999,-1.6997769199935777,1,-0.594735841370032,2,2,0,0,-1.2114150707525357,2.0751757043728083,1,0,0,0,0,1,0,1
-0.9941049196811322,-0.016933624487243292,-1.3910602310625577,1,-1.5973073157350124,2,1,0,0,-0.2834984365691389,0.5774078595477135,1,0,0,0,0,1,0,1
-0.20514983528996986,0.42035486522160526,-1.205402594363798,1,0.007540476374268222,3,1,1,0,1.1566978590383392,-0.9576198408164719,1,0,0,0,0,1,0,1
-0.8323011454069723,-1.3486888134492536,-1.6074241501851756,0,-1.596315536113054,2,1,0,1,0.36081417719896763,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.8572499650651444,-1.2122719677339582,-1.7164434344202155,1,-1.6209068327882432,2,2,0,0,-0.9808259944964739,1.481690768227468,1,0,0,0,0,1,0,1
-0.9111903573145576,-1.3504960090347282,-1.7774364233198563,1,-1.3307234039518043,2,2,0,0,-0.40064543103649886,2.2303160105143887,1,0,0,0,0,1,0,1
-0.2954854454214494,-0.01577110101120595,-1.3844584383938072,1,0.7228925722201415,3,1,1,0,0.3534623706084317,2.214806773333869,1,0,0,0,0,1,0,1
-1.2802314941691098,-0.1119752028508677,-1.2909674993537317,1,1.0784028314726886,2,2,0,0,-0.035706203934611186,-0.2906399966465499,0,1,0,0,0,1,0,1
-0.7681943860043958,-1.859100029800816,-1.6955973009775296,1,-0.38875369611295196,2,1,0,0,-1.2114150707525357,-0.14840559734771638,1,0,0,0,0,1,0,1
-0.5276849168220386,0.6103851799726703,-1.2003267608181238,1,1.4345452494436215,3,1,1,0,1.1566978590383392,0.5933286708578246,1,0,0,0,0,1,0,1
-0.6431042948879646,-1.5953445898785457,-1.595031699333393,1,-1.6209068327882432,2,1,0,0,-0.31787159574505347,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.6514471991661743,-1.015425038055223,-1.5942831091484082,0,-1.6209068327882432,2,1,0,1,-0.3000160242544303,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.3291779008745986,-1.1388004840484336,-1.6175501219612494,0,1.1250858176457736,3,1,0,0,1.117901064909575,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.9691045254179597,-0.07754337116970617,-1.3149259635838149,1,-0.008257040986224574,3,1,1,0,-0.2408652994941138,0.5774078595477135,0,1,0,0,0,1,0,1
-1.0708321114907555,0.5955894266412924,-1.3113354715295171,1,0.187278358919562,2,2,0,0,-0.029263752709115076,0.3440502867942382,0,1,0,0,0,1,0,1
-0.30255338116684244,-0.021499171229496652,-1.201191265425345,1,-0.008257040986224574,3,1,1,0,-1.0458745045084346,0.3715612900589275,1,0,0,0,0,1,0,1
-1.0472106259919496,1.6180605290013403,-1.040482866246503,1,0.034553973036743416,3,2,1,0,1.1678244376389615,-0.06066262106180134,0,1,1,0,0,0,0,1
-1.1406415034450026,0.8576644917209277,-1.161537569685984,1,0.45175131212530123,3,2,1,0,1.1566978590383392,0.8465029594332392,0,1,1,0,0,0,0,1
-0.8369672233207208,-1.7248074315280957,-1.6955973009775296,1,-1.3553937204667916,2,1,0,0,0.251693901507134,0.4632348819278413,1,0,0,0,0,1,0,1
-0.8912452235672842,-1.3483717615921529,-1.725283003545835,1,-0.7339913761917198,2,2,0,0,-0.9416846399364253,2.1855651752351175,1,0,0,0,0,1,0,1
-0.75712214097322,-1.1761069192339775,-1.6816032516079307,0,-1.6209068327882432,2,1,0,0,0.5911913073478133,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.9951715331379196,0.6917618232952444,-1.347937439358394,1,-0.2130571139459139,2,2,1,0,0.22979477718889268,0.5774078595477135,0,1,0,0,0,1,0,1
-0.8512943638220762,0.32226958902981345,-1.3910602310625577,1,-1.6209068327882432,2,2,0,0,0.9831447826962905,0.3489908292574776,1,0,0,0,0,1,0,1
-0.39631269076707637,-0.28057281206190793,-1.393145053776062,1,1.2690809302055674,3,1,1,0,-0.464341748565549,1.1829590251951099,1,0,0,0,0,1,0,1
-1.1533758429551184,1.0399058991825465,-1.3910602310625577,1,-1.6209068327882432,2,1,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-1.179509138280892,0.44828713383219726,-1.3910602310625577,1,-1.0461503837410446,2,2,0,0,0.38942453356023604,0.552085306674904,1,0,0,0,0,1,0,1
-0.9951715331379196,1.5197004745333937,-1.0103888936688428,1,-0.008257040986224574,3,2,1,0,1.1566978590383392,-1.0755002914189622,0,1,1,0,0,0,0,1
-0.8643353032846177,-0.016933624487243292,-1.3910602310625577,1,-1.6209068327882432,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-1.0897732806879294,0.09674003467867907,-1.3910602310625577,1,-1.1119416572971914,2,2,0,0,-1.1287655613899046,0.5774078595477135,1,0,0,0,0,1,0,1
-0.3627208532549709,-0.12852530979153615,-1.3488847019143646,1,-0.37178700765340295,3,1,1,0,-1.0894927765622526,-0.007022445746630905,1,0,0,0,0,1,0,1
-0.4820924913887499,-1.0947091391209294,-1.5872713715164184,0,0.7079610477978471,3,1,0,0,0.3493726395786831,-1.0755002914189622,1,0,0,0,0,1,0,1
1.6625847755179985,-0.13169582836254515,-1.3910602310625577,1,-0.6514785369443777,3,1,1,0,-1.004569878787022,-0.9151979531219121,1,0,0,0,0,1,0,1
-0.31029858956256323,-1.0907565593024058,-1.58450769760694,0,0.48653778078426224,3,1,0,0,0.4727513232207875,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.7848322586549414,0.6946892687758106,-1.174058649382672,1,0.24556597299445443,3,2,1,0,1.1566978590383392,1.6999787773685804,0,1,1,0,0,0,0,1
-0.9951715331379196,0.05207799640839548,-1.3483584618575515,1,-0.008257040986224574,2,2,1,0,-1.2114150707525357,1.1216063804475287,0,1,0,0,0,1,0,1
-0.39417614156299474,-0.3127747123481266,-1.3917847247518855,1,1.5655069263860721,3,1,1,0,-0.09237159417511218,0.977006669584662,1,0,0,0,0,1,0,1
-0.8369672233207208,-0.016933624487243292,-1.3910602310625577,1,-1.6209068327882432,2,1,0,0,1.1566978590383392,0.5774078595477135,0,1,0,0,0,1,0,1
-1.0960854744453261,1.1108198312207893,-1.039186451939875,1,-0.008257040986224574,3,2,1,0,1.1566978590383392,-1.010689762819559,0,1,1,0,0,0,0,1
-0.9748819886081737,-0.02288363100550282,-1.3116304918159973,1,-0.008257040986224574,2,2,1,0,-0.4057072724239269,1.0053143745781172,0,1,0,0,0,1,0,1
-1.123514146659883,0.7430925189598849,-1.1742665340000225,1,1.4173785924098894,2,2,1,0,1.1566978590383392,1.1395734920485365,0,1,0,0,0,1,0,1
-0.9951715331379196,0.1594634604084813,-1.3473103213971718,1,-1.1777264802541714,2,2,1,0,-0.5952237980256959,1.6907803435084503,0,1,0,0,0,1,0,1
-0.7605488463238606,-1.7314443837367406,-1.6955973009775296,1,-0.995955046321415,2,1,0,0,-1.2114150707525357,-0.304965751590978,1,0,0,0,0,1,0,1
-0.7366818277362183,-0.43079198195633117,-1.4276125212819046,0,-0.008257040986224574,2,1,0,0,0.05294055142271555,0.5774078595477135,1,0,0,0,0,1,0,1
-0.7224105333562283,0.35118471839741733,-1.3910602310625577,0,-1.6209068327882432,2,1,0,0,0.3325661421159572,-0.4607159808402659,1,0,0,0,0,1,0,1
-0.9276785686880162,0.797974195424057,-1.1190356529331096,1,0.6794816524746231,3,2,1,0,1.1566978590383392,1.9656226050348875,0,1,1,0,0,0,0,1
-1.0937120933894486,1.158673524852556,-1.0549004124789525,1,-0.008257040986224574,3,2,1,0,1.1566978590383392,0.46178858729574535,0,1,1,0,0,0,0,1
-0.520558603686323,-1.9192447670928627,-1.6955973009775296,1,-1.6209068327882432,2,1,0,0,-1.2114150707525357,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.7872232003892087,-0.30957248859140774,-1.4019495630715075,1,-0.5394316294099735,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-1.0128788669228295,1.4824997233002175,-1.0103888936688428,1,-0.008257040986224574,3,2,1,0,1.1578037677765514,-0.43968933625181883,0,1,1,0,0,0,0,1
-0.9951715331379196,0.3988693177053989,-1.3548414850690351,1,-0.0735193654106606,2,2,1,0,-0.5952237980256959,0.8272713730967418,0,1,0,0,0,1,0,1
-0.9009428313504584,-0.9734262353845864,-1.6706038294482068,1,1.3456559929194942,3,2,0,1,1.097100744990757,0.9961076761772331,1,0,0,0,0,1,0,1
-0.7943977658394185,-1.2754181292732263,-1.5907625844859237,0,-1.222869385876085,2,1,0,1,-0.05139376803801078,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.045945674234726494,-1.0737731481570307,-1.5813958997594153,0,-0.008257040986224574,3,3,1,0,-0.02735860585709835,-1.0755002914189622,1,0,0,0,0,1,0,1
-1.1342807409644926,1.1376741235172376,-1.0496363369569373,1,-0.008257040986224574,3,2,1,0,1.1566978590383392,-1.0120616765848613,0,1,1,0,0,0,0,1
-0.7773246731325664,-1.0709830918145444,-1.5813958997594153,0,1.5228233116966559,2,1,0,1,0.3227633386430879,-1.0755002914189622,1,0,0,0,0,1,0,1
-1.3115801527723174,1.4626417086504624,-1.5813958997594153,1,1.604392750815794,2,0,1,0,2.3407543239337767,2.2303160105143887,0,1,0,0,0,0,1,1
-0.26157530083799163,0.020943504041082278,-1.3298828830342175,1,-0.023112770868304766,3,1,1,0,-0.635956524474564,1.5051389232570813,1,0,0,0,0,1,0,1
-0.39192536884722573,0.11532984190003136,-1.3259379098305388,1,-1.220679407458818,3,1,1,0,1.1003687408338685,-0.3689465202985961,1,0,0,0,0,1,0,1
-0.772261818809796,-0.32815172741752185,-1.3985120628277083,1,-0.7452041301941192,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.2275904838203004,1.6168557319443575,-0.8729243244183948,1,1.0415602343291797,2,2,1,0,0.24276729981828704,0.30038045344569864,0,1,1,0,0,0,0,1
-0.6865774153869425,-1.8438604038694961,-1.6955973009775296,0,-1.6209068327882432,2,1,0,0,0.4162718298452753,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.3879840248767496,-1.2001077448165176,-1.6104766394383345,0,0.8791954279909691,3,1,0,0,0.0896995843753944,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.8387737583345234,-1.6628237934648626,-1.7132967290110517,1,-1.120866061245024,2,2,0,0,-1.2114150707525357,0.6843510169152573,1,0,0,0,0,1,0,1
-0.20414998405192536,0.0901136508652702,-1.3880152029676116,1,1.0977659175228556,3,1,1,0,-0.769541774844067,2.2303160105143887,1,0,0,0,0,1,0,1
-0.6787629135035219,0.6171700897146306,-1.2007245623657004,1,1.604392750815794,3,2,1,0,1.1566978590383392,2.2303160105143887,0,1,0,0,0,1,0,1
-0.20546814236132216,0.4089198615754978,-1.2324553074927522,1,0.03250913310073838,3,1,1,0,1.1566978590383392,-0.8226301379433253,1,0,0,0,0,1,0,1
-0.823525077728483,0.706314503536177,-1.4063721646022138,1,-1.3122440499875452,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-1.0323868821620783,0.8978666672013257,-1.3910602310625577,1,-1.6209068327882432,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.20414998405192536,1.416595210604168,-1.053997993006527,1,0.03687135078756313,2,2,1,0,0.7559610528332678,-0.885885279972669,0,1,1,0,0,0,0,1
-0.8369672233207208,-1.452132266026054,-1.691940495976258,1,0.7280482136045328,3,2,0,1,0.6790210637443621,0.5731102983552,1,0,0,0,0,1,0,1
-0.3623542938691242,-0.33398548158818026,-1.3910602310625577,0,1.604392750815794,2,3,1,1,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.8369672233207208,-1.0737731481570307,-1.5813958997594153,0,1.604392750815794,3,3,0,1,1.1566978590383392,-1.0755002914189622,1,0,0,0,0,0,1,1
-0.2143364431524353,0.3244995204247563,-1.2069837127636627,1,-0.0024998812294916082,3,1,1,0,0.27996324960651237,-0.3860458551203464,1,0,0,0,0,1,0,1
-0.520558603686323,-1.9192447670928627,-1.6955973009775296,0,-1.6209068327882432,2,1,0,0,-1.2114150707525357,-1.0755002914189622,1,0,0,0,0,1,0,1
-1.1674565011417788,0.49278007777869587,-1.393784048683011,1,-0.828663594869249,2,2,0,0,1.098711061783015,0.505017094167977,1,0,0,0,0,1,0,1
-0.520558603686323,-1.9192447670928627,-1.6955973009775296,0,-1.6209068327882432,2,1,0,0,-1.2114150707525357,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.9362304608594947,-1.1812642961094866,-1.764012581546539,1,-1.6209068327882432,2,2,0,0,-1.0605366757132346,1.7004630794568139,1,0,0,0,0,1,0,1
-0.9951715331379196,-0.016933624487243292,-1.3910602310625577,1,-1.6209068327882432,2,1,0,0,1.1566978590383392,0.5774078595477135,0,1,0,0,0,1,0,1
1.2804167942606741,-0.6437662827662688,-1.5183711156635695,1,1.1557035865929268,3,1,1,0,0.49702448075114414,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.9119823280895027,0.7967165563908902,-1.1140858216001128,1,0.91987935693855,3,2,1,0,1.1566978590383392,1.9721813445779233,0,1,1,0,0,0,0,1
-1.0334071417560895,1.612311321992578,-1.0149068533695664,1,-0.008257040986224574,3,2,1,0,1.1568020560072498,-0.44967786020811046,0,1,1,0,0,0,0,1
-1.14275558763709,2.0622290440092788,-1.0143839632205225,1,-0.008257040986224574,3,2,1,0,1.761936609464896,-0.1492915561166345,0,1,1,0,0,0,0,1
-0.19848168183548498,-1.0884420807455693,-1.6577609682700198,0,0.5507631713925697,3,1,0,0,0.6975775966622033,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.9951715331379196,0.027379656740232156,-1.36700602799112,1,-0.008257040986224574,2,2,0,0,-1.2114150707525357,1.4461714249713453,1,0,0,0,0,1,0,1
-0.9495762600270536,0.12641608850332828,-1.3910602310625577,1,-1.6209068327882432,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
-0.7146273559261517,-1.0517697492742266,-1.5813958997594153,0,1.4037517016691619,2,1,0,1,0.2787247265442319,-1.0755002914189622,1,0,0,0,0,1,0,1
-0.9951715331379196,1.5683256610174414,-1.0103888936688428,1,-0.008257040986224574,2,2,1,1,1.1566978590383392,-1.0755002914189622,0,1,1,0,0,0,0,1
-0.9951715331379196,1.4641001471931265,-1.0103888936688428,1,-0.008257040986224574,3,2,1,0,1.1566978590383392,-1.0755002914189622,0,1,1,0,0,0,0,1
-0.6554888446690748,-1.834581352851676,-1.6955973009775296,1,-1.1005547371172775,2,1,0,0,-1.2114150707525357,-0.2842928293468378,1,0,0,0,0,1,0,1
-1.076351068838729,1.4274383841170222,-1.050612644735951,1,-0.008257040986224574,3,2,1,0,1.1566978590383392,-0.15607839698450374,0,1,1,0,0,0,0,1
-0.7871385610834566,-0.4248419754380716,-1.393641220797221,1,-0.7653461260937263,2,2,0,0,1.1566978590383392,0.5774078595477135,1,0,0,0,0,1,0,1
